Predicted labels before feature engineering,Predicted labels after feature engineering,No. of new features,New feature 1,New feature 2,New feature 3,New feature 4,New feature 5,New feature 6,New feature 7,New feature 8,New feature 9
1,1,9,-2.8889372786716105,8.82563918707566,-4.525984524379028,0.6787325010493138,-4.47564195745746,2.812333700255163,3.094679961200218,3.729764385704921,4.177274440356746
1,1,9,-1.5974726322582782,8.31876380308626,-5.07713047372228,0.31188411277795103,-6.089986012543147,2.074224621261026,2.4791741825744693,3.6660051956566737,1.801137295419252
1,1,9,-3.4820011140889195,10.206125238237295,3.5222931066289607,-1.2161660561477292,1.6814886658841375,1.4746411911185768,4.652906087517351,-2.6948950832267355,0.20807723300847844
1,1,9,-5.656273550778945,5.7115736415146845,2.0206933236877918,-5.971530542411872,-0.4572034491021876,0.24361157981013815,1.4100240903843468,0.0528743959003177,-2.279906100821514
1,1,9,-2.8917736948234793,8.581535242383767,1.1463252411848381,-0.20276692002554017,-0.1148097925212961,-1.949908680282132,0.10269869646638255,-0.520755058131766,5.88200582820759
1,1,9,0.17008057836830798,5.664820050570075,6.488618592189942,-0.017054940908697917,-3.7557833869359096,2.082108270641823,3.01968487473922,-0.31057817252243025,-1.2156758865982242
1,1,9,13.241150896082372,5.535798990674557,-1.053662113105656,-3.083196884463858,0.9385545377667441,3.8673373198156615,4.518348983728917,-1.2991945326128476,-1.0649588708295648
1,1,9,-2.8267730632658523,7.74465982159987,1.348352484040537,0.8742478012776176,2.345621106132682,2.092204154894572,-1.0614101878593405,0.9841955038728355,2.6754247358617915
1,1,9,-2.785403296349394,7.099625953786512,-5.934284133408887,1.7790305655353105,-5.208894518026195,-0.491831680641014,3.384933330023412,2.4773065465574726,4.270912346869141
1,1,9,0.5177653647811133,3.596451409992931,-6.546259082715801,-5.912893977614224,-2.6287128457095705,7.767801385663099,-1.9760081392484066,-0.04891687300017235,-3.1977198122716657
1,1,9,13.53858201141171,8.743945388654586,-2.9891004110630606,-2.1028652041326725,1.7931688421517513,4.735534716287691,4.19624071633098,-0.07436910137963468,0.3766173934403979
1,1,9,-3.7558938959942276,8.338396403646597,-1.6124823806197934,-3.1839733950536337,3.163699869770592,6.279628671063891,1.7495253674586408,0.7439704577351819,2.910053306114901
1,1,9,-2.220511180947239,8.879114299054853,0.06917568117116082,-2.9942271515454,1.0614695041324056,6.735120667620216,1.0990734014392354,-0.08978207526945003,2.9364365257483906
1,1,9,-1.290132191962331,4.6926230188139835,2.395020946207281,-0.8883913472387198,-1.3352577791447862,1.4309518049423324,2.9404122617471042,-2.3319412932062296,0.1346426643321515
1,1,9,0.07622309873679473,2.13401483452762,-3.3286211746574415,2.788067141652789,-4.35272356593459,-1.150538497040018,0.5706411334394274,-1.2693183626536904,0.7490559287145697
1,1,9,-5.591555237300111,2.297244925894708,1.2698152349772867,1.4919785811693782,1.152360329498951,-0.5894923887286123,1.091343496662346,-2.2797363574422804,-5.87129009461927
