Predicted labels before feature engineering,Predicted labels after feature engineering,No. of new features,New feature 1,New feature 2,New feature 3,New feature 4,New feature 5,New feature 6,New feature 7,New feature 8,New feature 9,New feature 10,New feature 11,New feature 12,New feature 13,New feature 14,New feature 15,New feature 16,New feature 17,New feature 18,New feature 19,New feature 20,New feature 21,New feature 22,New feature 23,New feature 24,New feature 25,New feature 26,New feature 27,New feature 28,New feature 29,New feature 30,New feature 31,New feature 32,New feature 33,New feature 34,New feature 35,New feature 36,New feature 37,New feature 38,New feature 39
6,6,39,-2.8889372786716105,8.82563918707566,-4.525984524379028,0.6787325010493138,-4.47564195745746,2.812333700255163,3.094679961200218,3.729764385704921,4.177274440356746,1.564858991021336,2.7433797490608507,-2.3191228800368924,1.028105626172042,-3.7682712230243576,-1.0852556082513896,-0.014377714861958664,-1.9378080058949474,1.238413407658884,-4.441488508908054,-0.20989326296140912,-2.566324572265803,-2.0960573124869217,-3.3405943224732977,-3.1049018708650116,-2.2387620318346784,-1.1698945826513114,1.9305972865054066,0.08050396318391725,-1.5840840185341203,2.040270682504659,-2.0408107753601055,0.0177318784417057,0.9874253144320453,2.628623401398748,-1.6826224949866504,0.37418589288910503,-0.6748334389742494,2.0282563323983918,-2.198389830078913
6,6,39,-1.5974726322582782,8.31876380308626,-5.07713047372228,0.31188411277795103,-6.089986012543147,2.074224621261026,2.4791741825744693,3.6660051956566737,1.801137295419252,2.5344833136413856,3.935534428870108,-0.4051237684627023,-0.5081979075238743,-1.6757167647501174,-2.506577589277141,-0.32450454726044525,-0.9216604072984812,-0.1283002402416251,-1.010907787597455,-0.04014323678785728,0.7738784778893312,1.776242604990385,-0.23095714636871767,-3.1691311790276218,-3.2788806273620996,-0.537059472991758,2.454617732356445,0.462224814571258,-2.7981975082556763,0.4279741406632034,-0.1845094595299897,-0.3727467837553975,2.0338699839363366,1.0445521505527098,-1.9397702774866692,-2.1871443033048394,2.2703642531246455,2.194403352600252,-0.0362882495547077
6,6,39,-3.4820011140889195,10.206125238237295,3.5222931066289607,-1.2161660561477292,1.6814886658841375,1.4746411911185768,4.652906087517351,-2.6948950832267355,0.20807723300847844,4.769962392198644,-2.1698970787776006,-4.130900273077669,-1.6299062012315708,-2.2864149200247894,0.7980058275439765,3.1257758864931366,0.5558219725503999,-2.0590501634319964,-1.1734905547338683,-3.287010769999454,-0.23800971492687972,0.9004907505464768,2.497583738652818,-2.569141181463393,-1.118082472634322,5.440614993026811,-2.455865216097697,4.083033171049965,-1.1679122686144372,0.5959122814496107,0.8598521674053624,-0.7668324015104361,1.39865271597654,-1.0941067976752938,0.1584478605545209,-0.6431665782599021,-1.4977047671947392,0.42661906121982585,3.7320233807329406
6,6,39,-5.656273550778945,5.7115736415146845,2.0206933236877918,-5.971530542411872,-0.4572034491021876,0.24361157981013815,1.4100240903843468,0.0528743959003177,-2.279906100821514,0.0656181120637075,-0.2507160021069914,-0.9395695397741267,-0.42788026173608346,-2.41636979899525,-2.9468827833718363,0.9280735280163029,1.8197252715368641,0.04643933988901904,0.6339488796743061,-2.5936234922580885,0.8123741567536072,2.2114904157677513,-1.2906540820034336,-3.203582071020724,-4.97718438758081,-1.409641276017315,0.5613329981761864,2.066872968018642,-1.7322663486368433,-0.6010274484234075,1.0538420324887674,1.027199048450589,-0.8701334976958582,-0.7014605923320639,-1.287311274363357,-1.6690801794180496,-2.20465395132612,2.964718584684256,-2.099323837214034
6,6,39,-2.8917736948234793,8.581535242383767,1.1463252411848381,-0.20276692002554017,-0.1148097925212961,-1.949908680282132,0.10269869646638255,-0.520755058131766,5.88200582820759,0.18119518397644804,3.112721518530385,1.8684401110981743,-1.247997595959043,-2.970286400389927,2.5395451938123155,2.8517936472674466,3.4259103191402973,-1.369993369216091,-1.4804830053617457,-0.2709306439832745,-0.5603198396629493,-0.12044814556518466,-1.644068448819137,0.4817314005590418,-2.3414215294912903,0.9751316472869872,0.9055829171284867,1.493594340502483,-2.5281147982943373,1.5628045061474798,-1.5034259307007924,-2.3357611287708395,1.1773364422985468,-0.3107793743385863,0.704129264479121,0.032709546916792724,-1.4003217382177588,-0.35929640805830154,-2.4719181532646477
6,6,39,0.17008057836830798,5.664820050570075,6.488618592189942,-0.017054940908697917,-3.7557833869359096,2.082108270641823,3.01968487473922,-0.31057817252243025,-1.2156758865982242,-1.7733216238791436,-3.0196943371166634,-1.3083854895682165,0.3684636860903387,-0.7258310443655913,-1.0783473767506606,-4.1110273243743745,-3.2911499768805004,-1.4934872215653812,-2.198703930031524,-0.5558597919497745,-1.7427685107815916,1.7235929785333948,-1.7996752615085922,1.3057417263797175,-1.7210316684647675,-0.7770520071363873,0.5108570992853516,0.8209309894574094,-1.0219860711725735,4.208126574485041,-0.17245005219570061,-0.7914128918727414,1.3724727217479566,-0.16777345292754767,-0.7615751387192868,1.298415173379627,-1.5603077886410246,2.1887300295970418,0.21935104726128968
6,6,39,13.241150896082372,5.535798990674557,-1.053662113105656,-3.083196884463858,0.9385545377667441,3.8673373198156615,4.518348983728917,-1.2991945326128476,-1.0649588708295648,0.49021012309453427,-1.253479870044518,-2.1137354994453683,-0.5036859682685398,1.8191899008212764,-1.8833588273961888,2.0600239291235707,-0.7234152972262778,0.7774407725740199,1.8384046744442677,-2.98483063023125,1.2591242611204563,-0.5592227485610429,-0.7532539595381036,-1.468832345757066,1.2126079725729968,-0.051642414998609595,0.7034605457869083,-0.24858247699112976,-2.4900581419884884,1.9510649281910342,0.512931411994316,-0.4961427631980905,1.1176332704851433,0.9714638565179338,-0.6912422318546821,-0.7242029633613234,-0.4838599788024284,1.382637078855744,0.1126715263415373
6,6,39,-2.8267730632658523,7.74465982159987,1.348352484040537,0.8742478012776176,2.345621106132682,2.092204154894572,-1.0614101878593405,0.9841955038728355,2.6754247358617915,6.369206443233755,5.782920045914829,-2.832173466648477,-2.0810093265857015,-1.5036396647072237,-0.15765718175440668,-0.18568039742262105,-1.1922982968798583,1.1393700690335344,0.35993707838439143,-0.015836509924280144,-0.992277325465294,0.668984841165418,-1.880099617600233,-1.1888360621212026,-2.5590160293621493,-2.503775440215963,0.9929910565962631,1.6310450699134207,-1.116721954447227,2.70958076368883,-1.2673284844640704,-1.8262147740641257,-2.040251708355618,0.27288531968083835,2.0974924043297203,-1.5940630603531563,-0.8158628866445717,-0.9477101765041199,-0.880803089902926
6,6,39,-2.785403296349394,7.099625953786512,-5.934284133408887,1.7790305655353105,-5.208894518026195,-0.491831680641014,3.384933330023412,2.4773065465574726,4.270912346869141,1.1519729656932645,5.922411075565573,-2.050297995301833,0.7061636542057331,-2.1179621208627495,-1.3603835771901327,-2.4005985115119435,-0.8818692211724788,1.9686000779397723,-3.2393008494298186,-1.0097240543113053,0.2750419137065207,0.4222181664261776,-1.8062301962408558,-2.636595960516054,-2.0194294743820405,0.40356989276864025,1.681439196863131,-0.5783344157412023,-2.39641686040001,1.6546315499930857,-0.6671283245114328,0.2862203555161333,2.214163221273361,2.012576472190226,-0.7874812207557702,-1.749248957285126,-0.11941263247264938,2.369301153282532,-0.2879387989373609
6,6,39,0.5177653647811133,3.596451409992931,-6.546259082715801,-5.912893977614224,-2.6287128457095705,7.767801385663099,-1.9760081392484066,-0.04891687300017235,-3.1977198122716657,4.5278289357746475,4.237136275633685,3.0133434750648838,-0.19462839288401143,3.227792698267528,-1.3482726194289574,-0.011729090753383433,0.016376280787505287,-3.2030039703528534,2.0415212353698373,-0.5515401882127756,-2.8822203310201444,4.25909210556778,-0.1558013922224221,-3.9157972782305075,-3.9174631550300716,-0.31755554892293003,0.9095011709548183,1.6617765314491393,-1.4106533388799896,-1.3937139434480101,2.831786276895488,0.2889508417035132,0.9244440661523918,-0.14038327365742662,-2.8714216536188375,-1.0782365130499483,-1.605969787514245,1.0223054796019522,1.7763450998356194
