Predicted labels before feature engineering,Predicted labels after feature engineering,No. of new features,New feature 1,New feature 2,New feature 3,New feature 4,New feature 5,New feature 6,New feature 7,New feature 8,New feature 9,New feature 10,New feature 11,New feature 12,New feature 13,New feature 14,New feature 15,New feature 16,New feature 17,New feature 18,New feature 19,New feature 20,New feature 21,New feature 22,New feature 23,New feature 24,New feature 25,New feature 26,New feature 27,New feature 28,New feature 29,New feature 30,New feature 31,New feature 32,New feature 33,New feature 34,New feature 35,New feature 36,New feature 37,New feature 38,New feature 39,New feature 40,New feature 41,New feature 42,New feature 43,New feature 44,New feature 45,New feature 46,New feature 47,New feature 48,New feature 49,New feature 50,New feature 51,New feature 52,New feature 53,New feature 54,New feature 55,New feature 56,New feature 57,New feature 58,New feature 59,New feature 60,New feature 61,New feature 62,New feature 63,New feature 64,New feature 65,New feature 66,New feature 67
45,45,67,-1.9675672379487188,6.9457033139410935,-3.947321065382087,-1.1081980787062966,-6.440247916501159,-1.0537847404015706,3.4716078716298444,2.685399739431479,5.94683944450722,2.065199050781669,4.407053328206202,-0.4725577693118979,-0.4397179419826309,-3.6346068428456517,0.6551068180049643,-2.2365810203533516,0.2809961884483454,1.825779401969375,-2.4608730030561476,-0.8694695482929663,-1.4026447994212201,1.7514873316489963,-0.5637007200362887,-3.040888406929572,-2.2311349774733173,0.7036002952433816,1.3983004729744546,-0.8693574527291126,-2.5855863020773873,1.8334502626821907,1.2510842348758404,0.23311527699183698,2.7026525753649406,2.902343609729204,-1.0117727458691248,-1.3768113337197656,-0.4080217950751703,2.4322555355275153,-1.0718238227937797,-0.36126805101889864,-0.338854926538672,0.6086143428825499,2.5992052422993526,-0.6822402620554003,1.5934031029178788,-0.7254530664200747,-0.6039464317629458,-0.3937052640399819,0.7192986320443662,0.3746326252975134,0.09937486116752706,-0.8876714949639497,1.0276972435077836,-1.0104905404480604,0.7301367545237837,0.14629571370787497,-0.007124166974432133,0.5789486131631578,-1.7401878429432946,-0.11846636737233784,1.3730344846178866,1.1984648531231905,0.7015179178197528,-0.09295631398634085,-0.9617326397262587,-1.577341137760936,0.45390090150315865
45,45,67,-6.692310068034367,8.884467075665434,-0.4898674945389667,-10.240205589250136,-4.576115348662835,2.229017984369654,-2.025519403748314,2.3664890249352935,-2.6720803569772604,7.428873051744151,-0.22687541141358442,-1.3086430839154182,-2.7471776602916935,-0.16410871654661724,-3.350802953144744,2.9851223147794794,-2.1843213994155266,-2.2498055150129455,-1.3198230267453388,-1.705700619367068,0.3696942065166814,3.6141706201460257,-0.17249786517422536,-2.4856955811794377,-2.580712251042411,1.8740223810878043,-2.6556527793570903,0.5565183156665798,0.08671011024345371,0.11538176385046886,0.8557846124596338,0.1741101780475967,-0.9876217289626378,0.36521476599369596,-0.6508911026481297,-1.446015650167522,-1.1755073525404982,0.9826723878321344,-0.6510312285619306,-0.8622848067200342,-0.7551464171731475,-1.4484804735901449,1.0026888478452616,0.40042851399182255,-0.7607185746700555,0.1109891889787642,-0.37249782268644643,0.06501062874261837,1.4271533706739699,1.0811076447857517,0.5819521390386249,-0.1856306228420826,-0.6526233194700879,-1.375947263518075,-1.403894693206932,0.03927819080296824,-1.0389417939276946,-0.4301111471619703,1.4200511444919448,-0.9840950103802405,0.07889564655122464,-0.1636200877968306,1.0229403935808317,1.3263536033367205,0.8922202516972054,-0.054520245272185505,-0.06098940617339088
45,45,67,-4.810155023547038,3.547653447304098,-0.2975222923261034,-5.55098652775408,-2.225313798631699,-1.30523101286639,-0.4345135088264871,-0.25099886691333717,-5.8077057004588415,4.9327422040953,3.051672623793232,-0.8223738930936092,-1.3390564382235666,-3.3388444139815046,-1.3478258878751284,0.9592183502628021,1.8632986172971888,0.13404526157316712,-1.1259352886951577,-2.7802420176643006,-0.4954954226366918,3.2362691480365577,0.10630019367220428,-5.224396329381754,-1.702172554430555,0.42869207449284547,-2.4792500545202447,1.726484330735266,0.10320916186543794,1.085847771958245,2.371444190929685,-0.09927515426500053,-0.8387294328348764,-1.0367676510190291,-1.1436086973887791,-1.2945038029632916,-0.7630695803969392,0.0935952378585585,1.0433780600484455,-0.20358890238828684,-0.7095864027538465,0.9788491859532674,0.41196194778830453,1.0047962529294225,-1.5595950684513975,-0.25650280898465844,0.554987534658173,1.621679363081646,-0.6454112375600118,1.263555082060381,1.6495786930913305,-0.17806703520078737,-0.7310325080100118,0.25998121932832374,0.026095124266169667,0.5693175237426041,-1.4026908084896177,-0.6236992552010407,-0.565450075878006,-0.9244318937461814,-0.11411361265447938,-0.5260530843141014,-0.6125809457553515,0.7703873128576113,0.2585462264515046,-0.17650867402462403,-0.04941194504457297
45,45,67,-2.1856142882451004,5.993098935817035,-1.0894475953127154,-0.9385494440303463,2.5661862797174106,4.4116214321239315,0.4751602735771736,0.40483944454761567,1.4202309047970634,6.211549578835438,3.3626358037154827,3.7263964963301865,2.089940441647628,-3.6499748550123683,1.7425996507708756,1.4352936449781817,-2.120811297005589,-2.8404570890678826,3.2037002153796896,-2.7730687442124564,-0.19796111923009857,1.3791272833815043,-0.16114332872753206,-5.906709182998812,0.12038147009572053,-1.8983538656512904,0.22008915537349721,1.5712280681009987,-2.9415493301576605,1.001000711423874,1.1750067325462892,-1.1255930406319894,-2.4864659935446203,-2.091226694946325,-1.3596472045854526,-0.5142621798622876,-2.105195500376436,0.1709471434676896,1.2216527956263137,-2.5391913553807175,0.4122380709260725,1.0761208899458223,-0.7882336008311347,-0.4721728050674397,-1.0885270413743022,0.21505076969912712,0.4474423367698396,-1.170693797702725,0.8801099626258884,-0.15043707808031592,1.2869187779894031,-0.20774775896439984,0.8530585864809005,0.05500985030623172,-0.929058681799193,-1.4938361694536688,-0.2526104964203453,0.8283419534032795,-0.9243557768022439,0.7287641790516832,-0.9280605971120277,0.3560182081947399,0.03934913308938964,-1.203947788111859,0.5755420577135661,1.1948117477952724,-0.0653278547270911
45,45,67,0.6956961478344319,6.18118061998438,1.4425438072640584,-3.1120253906825965,-2.88119606746427,-1.1710980438695355,1.6260194457145194,3.5219289349120486,0.7192705888124485,7.522156307017717,-0.5888523423856331,1.6602517858888701,0.4351529224851646,-1.286352606637717,0.7829246761138866,-1.7749080969789137,-1.3621419551575007,0.3105273259678029,-1.4190074132767794,-0.9128812852856331,-1.7095419759449415,4.105626489577901,0.3135465337074806,0.2764069327947488,1.1944279289332582,1.0706162521456273,-0.82011042128499,0.7326738797449733,1.7260957776388737,2.235555511797095,-0.6144691281430866,0.7794398068874193,-1.5102074727764647,0.3959518276846748,-0.16490078187193646,-0.7090245608724939,-1.9335511540466466,0.5452448228727611,0.08385881399652395,2.8406257618865207,0.7608325565917403,0.8343916802920913,-0.7681552119196106,-2.1986244231684755,-0.2919622505162568,-1.2337301631667092,0.9418645696294431,-0.19158829909766995,-0.7405749099795805,-1.0156022480714637,-1.3970183437070305,-0.8847622709008481,0.03100974724082503,0.2848419092132163,0.08230722079536132,0.7888171834135934,-0.5367998597121576,-0.6431706540395551,0.04683314632551236,-0.7745736814823746,0.500927978871262,0.7167683859035239,-0.848315588969,0.2892069894929359,1.1113490667940604,0.7816808649614984,0.46165518498474944
45,45,67,-1.4215056910803026,5.304545826265469,-1.2165714836520327,2.009163470285079,-0.2208839680420943,-0.80447476176882,-0.2765344519043397,-0.5071730678570523,4.5689093183262575,1.51599540130921,2.1548224112344156,-0.8689568550839225,-0.638944196567059,-2.3993824950283855,1.9094102397535808,1.2443943051390027,3.347943839261549,-1.8421194393652491,1.9423927009000606,-0.15625054224328974,-0.0191026349598388,-0.559837938970309,-4.3575896081829635,-0.2697672060522025,-2.0059145690912095,0.9831317233555533,-0.13644736709167415,2.4759201306668115,-0.005692553041241909,1.9475104033203499,1.301745938078249,0.8773830700137276,0.8035023630918746,0.9007337568867287,-0.9411374100431628,1.7738847041696815,-1.1515753756535623,-1.0349119501364756,0.3867868775679267,-1.3366987354342539,-0.06469249795613741,0.8718457881815771,-0.09504705541774472,0.5098766870227337,1.5254454575504974,0.6292834260336545,0.4647103550914755,1.4270835646554851,0.6229671445602567,-0.3721936316843858,-1.231916534695488,-0.3055632128284345,-0.7084328992251936,-0.8690083107014299,0.08067055592464067,-0.48370453092661997,-1.1592617413666384,0.3499480682407512,-0.5832000487403004,1.1972594713844544,-0.7433861857150277,1.8760901470958857,1.9571758225744844,-1.4503871250105558,-0.23646691272162984,0.5773917668221709,0.6043631212472187
5,5,67,-0.40271704385068363,2.0759542704022174,6.805215458851542,-0.47276734784305396,-1.591857652982335,2.5167276463168533,0.9493082663979915,-4.913086459520928,-2.142907853892524,-0.9547162991459126,1.1350954572907208,-2.9466252986615196,-1.8115647995288882,0.0017099261101921615,0.850262006026355,0.26886153845449523,-2.511134890843889,-3.2165417614391663,-0.07409305974594971,-0.3849094829102494,-0.8144810596498719,-0.7154421603099679,-1.291219723638247,-2.37774038817346,0.08066266452231341,-0.33843839221911376,0.6885562014859247,1.8756646330296758,-1.2675782039106227,1.1875315361401557,-0.5760186495089104,-0.03986737984792227,0.28047192925605285,-0.31836748954754357,0.05620425570313814,1.6256666181641029,-0.18242796490162141,-0.879806847273938,0.6883023170916505,0.03399634833720194,0.39470046052658,-0.16101304664247867,-1.1625060182476847,-1.4795861514502566,-1.6030371323352801,-0.9298036605819922,0.7937323056429444,-1.9975823327524274,-2.1185145309173983,-1.5949272578973104,0.2389950621715441,-0.826574793769196,0.9246824912169884,-0.5806584676158392,1.153938804140617,-0.19235326572042055,0.21311810691944225,0.8039874778727212,-0.5636361321386072,0.5790074558715149,0.29456446300838524,-1.2698643813765151,-0.1622486147013025,-0.6288752482008899,0.605185763345325,-0.4856693439919453,0.21550968696557493
5,5,67,-6.166190103605382,3.82714990850305,4.892751121510919,0.7470185081910861,0.5632460658356642,2.196008562057161,-2.0315386649479232,-2.588373668756391,0.2213018761142519,-2.1274120654012627,0.6531891844969043,-1.8508317149853122,2.685899726022885,-1.6565742682574984,0.6414280384518455,-0.5277935713900608,-2.340757629058596,-3.8453193436813544,1.2795054216074364,1.0342770690734342,2.5166079247656965,-0.3715953376011747,-2.5829101670865953,-0.364118419127012,-0.4290348374053183,0.20253850621017555,0.08229958825958206,-0.7544531413724973,-1.2194843292462079,3.282518883807541,-2.3552100644021774,-0.8729895319432606,-1.3531525178959205,-0.14556868708526982,-0.6604253351889797,0.7836459650928447,0.17611518398646112,1.2091921046043854,0.06790416633297047,-0.18682988091546207,-0.00865006758049991,1.0598786529814732,0.7331507134067092,0.09337437149509825,0.4382916486538885,-0.19579736180400192,0.13733016038336943,-0.8185651189099565,-2.3977148217763373,-0.9193441376370357,-0.06677232898323171,0.14130568583247105,-0.2153454798346479,0.19954054652043746,-0.3485881578989123,-0.21304118928298263,-0.11007783828701162,-0.6210740572315758,-0.6152455122161832,0.9232350502590654,0.9212185127777219,-0.7358625908068149,-1.1117458532377895,-0.23757328470409486,-0.4449154498019035,-0.04877925785574344,0.5445095513489119
5,5,67,-2.614931271533117,-0.2900562450211842,0.7704071664969073,-3.0598048819853734,1.2780502180786824,-4.606589527743338,-2.614988257709087,-0.5040886187107101,-1.5278107447581555,-0.22208355973970656,0.16333092473613622,-2.0101000913153215,1.5012758580330525,0.9973945094013122,-0.9356274479100704,1.5619886913728276,-1.4601350917942497,-2.5929628846514996,3.7487136587962677,-1.4403056555321636,2.3591048126023058,0.8640441225813721,1.6570777482626529,0.5110527491308965,-0.5302856602084104,-0.0064510891058980335,0.46524099028539256,-1.3450007108966697,1.1805089434947622,0.723512388428305,-0.5276215452888787,-0.5333865288157412,-0.8063873185110075,0.06804331243700584,-1.2809911964720837,0.1620937969650248,0.33736098764893635,0.3446188419890308,0.9190127428675728,-2.379888627939823,-0.4684588466920586,1.4121965310140392,-0.10880412338716844,0.30007328108795245,-1.2865269332864835,0.13654601896321544,-1.070895141230923,-0.5483140965952826,-2.0782463174026535,-0.7465402111591982,-0.8397213390966615,0.00976260014834475,0.2013654371048098,-0.5199550607363672,-0.21634219096095209,-0.8676881909004328,0.08022238009778693,1.1494686142270893,-1.1395940361630896,0.560723417587979,-1.1083481268523576,-0.11261028396013861,-1.2370744943769694,-0.20398389381948823,-0.9755971941173027,0.8673361160238007,-0.4728059166952092
5,5,67,-2.210450113068714,4.0059835789530185,8.089188902640439,-1.0265386711479452,-0.8752782171045896,2.1991416361991103,2.072994168454399,-4.193421948084982,-0.3044231762568782,0.4628250754056099,0.7259257298946014,-4.648490230619056,0.002321940419365176,1.1373308420600783,1.921856330948623,-0.023285700486417316,-2.489413970871924,-2.10341401164839,-0.8443193573792898,0.14886207298171047,-1.0053560145532028,-1.1937208343155652,-1.6261286514042688,-1.9837665069867292,0.9251036564953349,0.8582642306909485,0.7026605203322654,0.24057917316055172,1.0379291717271175,1.0865406930453454,-0.685943195422355,-0.22656766889255076,-1.235197335935553,-0.06865210313948167,0.6151385045314799,-0.7890099902426793,-0.9958498407983505,0.4124439222659405,0.03897473722400818,-0.10012399934808147,-1.041061759951972,0.5277767908122517,0.7104076492312964,-2.9407344425432527,-0.6393176288493634,-0.2826677623191086,0.6457802955169284,-0.8581204487762324,-2.161665176335268,-1.80994967969767,-0.00047429940675186577,0.6764553632042053,0.4764580261023672,-0.41666768916471586,1.640766541558587,-0.8423545745561528,0.27294848807138844,-0.19766003512591457,-0.6657161274491601,0.11405153036754467,-1.0012858292690496,-0.5109541621743049,-0.08889328684604644,-1.333170165202771,-1.7932103025378308,-0.6658422318600816,-0.4933099591931495
