Predicted labels before feature engineering,Predicted labels after feature engineering,No. of new features,New feature 1,New feature 2,New feature 3,New feature 4,New feature 5,New feature 6,New feature 7,New feature 8,New feature 9
1,1,9,-1.9675672379487188,6.9457033139410935,-3.947321065382087,-1.1081980787062966,-6.440247916501159,-1.0537847404015706,3.4716078716298444,2.685399739431479,5.94683944450722
1,1,9,-6.692310068034367,8.884467075665434,-0.4898674945389667,-10.240205589250136,-4.576115348662835,2.229017984369654,-2.025519403748314,2.3664890249352935,-2.6720803569772604
1,1,9,-4.810155023547038,3.547653447304098,-0.2975222923261034,-5.55098652775408,-2.225313798631699,-1.30523101286639,-0.4345135088264871,-0.25099886691333717,-5.8077057004588415
1,1,9,-2.1856142882451004,5.993098935817035,-1.0894475953127154,-0.9385494440303463,2.5661862797174106,4.4116214321239315,0.4751602735771736,0.40483944454761567,1.4202309047970634
1,1,9,0.6956961478344319,6.18118061998438,1.4425438072640584,-3.1120253906825965,-2.88119606746427,-1.1710980438695355,1.6260194457145194,3.5219289349120486,0.7192705888124485
1,1,9,-1.4215056910803026,5.304545826265469,-1.2165714836520327,2.009163470285079,-0.2208839680420943,-0.80447476176882,-0.2765344519043397,-0.5071730678570523,4.5689093183262575
1,1,9,-0.40271704385068363,2.0759542704022174,6.805215458851542,-0.47276734784305396,-1.591857652982335,2.5167276463168533,0.9493082663979915,-4.913086459520928,-2.142907853892524
1,1,9,-6.166190103605382,3.82714990850305,4.892751121510919,0.7470185081910861,0.5632460658356642,2.196008562057161,-2.0315386649479232,-2.588373668756391,0.2213018761142519
1,1,9,-2.614931271533117,-0.2900562450211842,0.7704071664969073,-3.0598048819853734,1.2780502180786824,-4.606589527743338,-2.614988257709087,-0.5040886187107101,-1.5278107447581555
1,1,9,-2.210450113068714,4.0059835789530185,8.089188902640439,-1.0265386711479452,-0.8752782171045896,2.1991416361991103,2.072994168454399,-4.193421948084982,-0.3044231762568782
1,1,9,1.3721883139099411,0.3964329220274292,-7.3837027537381985,1.6543696700149517,-2.344819081027146,-4.560708093577351,-1.9329748612103836,1.5195415001218748,1.136654376747352
1,1,9,-2.3220314315380737,1.2062306513621965,0.07736434574483933,-3.0671263022759883,1.0998094328062236,-3.530071055890548,-5.938899611418029,-0.029740234168978585,-2.0233915167879695
1,1,9,13.398427406108201,2.961183555454232,-2.1165790962636137,1.558903873271107,0.9723843312849493,3.7686647644576525,-0.4140169472949202,-0.29321694031929463,1.4484476899143066
1,1,9,4.204016084573418,-0.469871992276897,4.7102182908553765,-0.5197871401167583,-0.7074851224004962,-3.002136605291146,-5.480807888623858,-0.28830394814642396,-3.3323071367937516
1,1,9,1.065664927939508,0.21082826500824048,-7.489629143856828,3.119708903550995,-3.307476048334442,-4.828013232814532,-0.995362744121502,3.3033274625055045,2.2099029782571176
1,1,9,10.39781643790811,3.1671268280379006,1.1513371251325646,-0.2728421942685776,0.6242864355244526,0.11656110810387227,-1.9169342632177075,-0.6742199739100715,-1.1453800263958511
1,1,9,-0.16722281867720373,0.37791335733070736,-5.333731472300566,4.778565836579705,1.305522196828347,-3.774987458467039,4.299486004981979,-4.162641804905178,-5.559302573100848
1,1,9,2.7134449034373427,-0.502482003013761,-5.021814352803023,0.2649657857583763,1.3727036352698978,4.458620186695809,-3.7245377112646727,-3.953778253752783,-2.888665647539793
0,0,9,-2.873347916978976,-1.214102111489978,3.465353917102494,-0.6416598589643391,2.4908038834402357,4.32069975120388,0.2808307070892476,6.6002669115486725,0.35673183089876376
0,0,9,-0.29560547950640054,-0.9611772387584264,6.4288787246732415,-0.6545395324865396,3.283003368794243,2.4701933412055044,2.7081872141744983,5.480995087799638,-0.3413209110741908
0,0,9,-5.352264383682256,-3.475523400774961,-2.757320874238855,3.032034368567992,3.9327566245923213,6.997242174559983,3.0508007249765248,2.7078744420927543,-1.6593477932055944
0,0,9,-7.58754460669864,-3.5025935652146822,-3.169240243124969,3.8685589980101733,0.8788462381144294,3.9675041579543953,5.029749007436883,1.2165962418676772,-0.8291959245998526
0,0,9,-3.8669217624841608,-1.8906189295999263,9.117059586963508,-4.497013511390509,-2.6757937008087667,3.5654292721551544,1.7203699404899533,-2.81349317845389,2.2833693064535927
0,0,9,-1.6805349647222758,-3.334108880699336,-5.412870449286046,0.5540719868815861,-1.9959156844646107,3.686865986899144,4.391894600902846,6.084718209855979,1.9450700315552762
0,0,9,-0.3768836812613501,-0.5347842756679706,0.02913159667238363,0.6905148919965939,-2.167501106225973,1.1297368446549358,5.459599909634623,1.7160022118021598,1.8692890851046549
0,0,9,-5.305205076717078,1.8878976921999093,0.9573082001773431,3.3460256939965225,-1.3858088492747063,4.4862006944294155,5.649903244963562,5.3511274675349565,-0.6204699391898721
1,1,9,1.6608681188330907,-0.4146006207287019,4.102374122722967,-3.697780522666191,1.9300949188976828,1.128468168808399,-2.494750868842244,-5.253638106356656,6.830309051604328
1,1,9,2.6567261780971254,-1.1941443761493487,-2.627957706141119,2.3846015352310457,-0.3977057462448395,4.076062630353533,-0.3883077040268691,-2.712925152268011,-0.9138718155233294
1,1,9,-4.323832478772682,0.0609472762171695,-2.9745582336340735,-5.085264641864034,-1.3229453516951657,-1.573515604916565,-2.764832546636902,-6.514884416463921,2.6555617813116466
1,1,9,4.3958611876776486,3.4150542099884444,0.9378875456734892,1.8209916902839358,-2.981189086784488,1.6844856209885113,-4.290809071797865,-2.5235003392320996,5.367841238677998
1,1,9,0.02102235192069213,0.07936651489979718,4.6934864993472205,-1.8039510360628768,-1.4060028095504884,2.410311975110001,-1.4646249378252088,-2.4538503878811433,4.12206562420728
1,1,9,0.9073690008120393,1.8747946152639798,4.344104924360614,2.48643920527246,-5.4926543238679395,-2.2523060570607463,-1.2702042891149217,-3.2808248702785003,0.6884870818946015
